DOI,Number of Metadata Characters,Number of Matched Terms,Matching Method,Cosine Similarity Threshold,Embedding Method,LLM Model
doi:10.17026/dans-zqh-6utk,31,5,closest,0.8,SBERT,openai/gpt-oss-20b:groq
