DOI,Number of Metadata Characters,Number of Matched Terms,Matching Method,Cosine Similarity Threshold,Embedding Method,LLM Model,Runtime (seconds)
doi:10.17026/dans-2bb-ejxm,203,3,closest,0.8,SBERT,openai/gpt-oss-120b,12.776714722000179
