DOI,Number of Metadata Characters,Number of Matched Terms,Matching Method,Cosine Similarity Threshold,Embedding Method,LLM Model,Runtime (seconds)
doi:10.17026/dans-xgs-btp3,101,6,closest,0.8,SBERT,openai/gpt-oss-120b,13.31390535400351
