DOI,Number of Metadata Characters,Number of Matched Terms,Matching Method,Cosine Similarity Threshold,Embedding Method,LLM Model,Runtime (seconds)
doi:10.17026/dans-z62-2zwd,114,7,closest,0.8,SBERT,openai/gpt-oss-120b,12.384742563001055
